ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
29515,,,4.33,1200,221,213,0,0,0,0
29516,,,28.08,1200,-57,-55,0,0,0,0
29517,,,0.5,1200,-4,-24,0,0,0,0
29518,7,2,36.25,1100,-89,-60,0,0,0,0
29519,,,10.75,1200,7,233,0,0,0,0
29520,3,9,6.91,1200,-187,456,0,0,0,0
29521,,,23.5,1200,25,16,1,1,1,0
29522,3,4,14.41,1200,145,-27,0,0,0,0
29523,2,3,10.75,1200,160,98,0,0,0,0
29524,,,4.66,1200,-60,,0,,0,
29525,7,6,5.91,1200,-52,333,0,0,0,0
29526,4,3,3.66,1100,324,-76,0,0,0,0
29527,2,3,8.25,1200,-18,59,0,0,0,0
29528,7,,10.58,1200,999,740,0,0,0,0
29529,2,6,20.66,1200,202,,0,,0,
29530,4,6,3.5,1200,111,60,1,1,0,0
29531,,,13.08,1100,177,,0,,0,
29532,4,9,3.58,1200,453,121,0,0,0,0
29533,,,0.58,1200,-95,-98,1,0,0,0
29534,4,4,7.91,1200,-116,-17,0,0,0,0
29535,3,7,3.91,1200,3,403,0,0,0,0
29536,7,4,25.41,1200,217,202,0,0,0,0
29537,3,7,5.41,1100,-25,-13,0,1,0,0
29538,,,5.5,1200,-3,,0,,0,
29539,3,8,1.66,1100,-20,2,0,0,0,0
29540,,,20.5,1200,939,,0,,0,
29541,,,15.83,1200,-35,92,0,0,0,0
29542,3,8,8.08,1200,350,298,1,1,0,0
29543,,,3.5,1200,13,-28,0,0,0,0
29544,6,6,5.66,1100,-35,-29,0,0,0,0
29545,7,3,16.83,1300,-53,,0,,0,
29546,6,3,24.91,1200,-32,18,0,0,0,0
29547,,,3.5,1200,-35,-19,0,1,0,0
29548,3,5,1.5,1200,9,55,0,0,0,0
29549,5,6,4.41,1200,-14,139,0,0,0,0
29550,3,8,8,1300,567,666,1,1,1,0
29551,5,6,14.75,1200,-167,24,0,0,0,0
29552,4,9,5.83,1200,102,47,0,0,0,0
29553,,,0.41,1200,-26,,1,,0,
29554,3,8,0.41,1200,-165,-165,0,0,0,0
29555,3,9,10.91,1200,118,68,0,0,0,0
29556,,,12,1200,-3,-3,0,0,0,0
29557,2,8,11.41,1200,8,871,0,1,0,0
29558,3,6,7.91,1200,-27,-53,0,0,0,0
29559,,,8,1200,-94,-10,0,1,0,0
29560,,,9.5,1100,-4,,0,,0,
29561,4,9,3.66,1200,311,236,0,1,0,1
29562,6,3,7.25,1200,347,153,0,0,0,0
29563,,,3,1200,-4,,0,,0,
29564,3,3,1.33,1200,2,,0,,0,
29565,3,7,15.83,1200,28,-15,0,0,0,0
29566,4,3,28.41,1200,1309,498,1,1,0,0
29567,7,6,5.25,1100,-48,1,0,0,0,0
29568,4,9,10.75,1200,763,292,0,0,0,0
29569,5,5,10.66,1200,261,424,0,0,0,0
29570,,,1.16,1200,1,81,1,1,0,0
29571,,,4.83,1100,70,228,0,0,0,0
29572,7,7,9,1200,337,317,0,0,0,0
29573,4,8,17.83,1200,36,26,0,0,0,0
29574,7,6,30.83,1200,467,1046,0,0,0,0
29575,3,3,1.16,1300,-14,66,0,0,0,0
29576,6,8,32.5,1300,1190,704,0,0,0,0
29577,,,1.83,1200,-8,,0,,0,
29578,,,9.58,1200,4,,0,,0,
29579,5,6,27.08,1200,249,983,0,0,0,0
29580,,,5.16,1200,213,,0,,0,
29581,7,3,1.83,1100,753,1012,0,0,0,0
29582,,,1.83,1200,-65,,0,,0,
29583,4,7,9.75,1200,355,123,0,1,0,0
29584,5,4,8.41,1300,241,336,1,1,0,0
29585,3,7,15.5,1300,232,440,0,0,0,0
29586,4,7,3,1200,-15,3,1,1,0,0
29587,,,32.58,1200,-1,4,0,0,0,0
29588,3,7,16.41,1200,-128,24,1,1,0,0
29589,2,9,8.5,1200,369,315,1,0,0,0
29590,3,8,3.5,1200,2,17,0,0,0,0
29591,4,6,8,1200,118,243,0,0,0,0
29592,2,1,12.5,1200,-47,-17,0,0,0,0
29593,5,5,10.66,1200,-31,,0,,0,
29594,2,3,11.58,1300,7,31,0,0,0,0
29595,,,5.33,1200,-25,193,0,0,0,0
29596,,,7.5,1200,11,,0,,0,
29597,2,3,4.75,1200,-22,22,0,0,0,0
29598,2,6,11,1200,714,506,0,0,0,0
29599,,,4.83,1200,-28,,0,,0,
29600,7,4,5.33,1200,191,,0,,0,
29601,2,7,4.16,1200,130,-34,1,1,0,0
29602,4,,17.08,1200,329,337,0,0,0,0
29603,4,8,9.25,1200,60,379,0,0,0,0
29604,5,1,17.75,1200,-2,-1,0,0,0,0
29605,5,1,28.5,1200,-51,,0,,0,
29606,7,3,9.91,1200,123,42,0,0,0,0
29607,4,3,15.25,1200,-13,28,0,0,0,0
29608,7,6,16.83,1200,-65,-58,0,0,0,0
29609,,,27.25,1200,293,214,0,0,0,0
29610,,1,18.33,1300,13,30,0,0,0,0
29611,,6,3.25,1200,-42,5,1,1,0,0
29612,2,7,4.33,1200,48,-40,1,1,0,0
29613,4,6,22.83,1200,26,121,1,0,0,0
29614,3,4,17.16,1300,-28,-28,0,0,0,0
29615,3,9,11.91,1200,-149,-155,0,0,0,0
29616,6,1,19.08,1100,832,824,0,0,0,0
29617,2,5,5.33,1200,202,164,0,0,0,0
29618,,,11.58,1200,885,1134,1,1,0,0
29619,2,9,5.5,1200,457,1229,1,1,1,1
29620,3,3,10.58,1200,-182,80,1,1,0,0
29621,3,6,20.5,1200,111,-137,0,0,0,0
29622,4,9,4,1200,108,,0,,0,
29623,3,7,2.58,1200,-186,-30,1,1,1,0
29624,,,0.33,1100,0,1,0,0,0,0
29625,3,2,4.75,1300,-51,-31,0,0,0,0
29626,7,6,10.5,1200,165,154,0,0,0,0
29627,3,9,13,1200,161,197,0,0,0,0
29628,,,1.25,1200,-107,-64,0,0,0,0
29629,4,6,25.66,1200,-26,-25,0,0,0,0
29630,3,9,9.16,1200,282,124,0,0,0,0
29631,5,9,6.5,1200,213,599,0,0,0,0
29632,2,1,6.16,1200,-32,-42,0,0,0,0
29633,4,6,9.66,1300,150,135,1,1,0,0
29634,,,2.58,1200,-58,,0,,0,
29635,6,3,22.66,1200,-85,-69,0,0,0,0
29636,,,12.58,1200,126,34,0,0,0,0
29637,3,8,2.75,1100,-32,,0,,0,
29638,4,6,8.08,1200,-65,3,0,0,0,0
29639,4,7,12.33,1200,369,258,0,0,0,0
29640,3,8,3.83,1200,403,294,0,0,0,0
29641,,,7.16,1200,-12,-59,0,0,0,0
29642,4,5,3.33,1100,-44,-44,0,0,0,0
29643,4,2,3.25,1200,-18,58,0,0,0,0
29644,6,2,1.41,1200,-5,-14,0,0,0,0
29645,3,8,4.5,1200,-97,166,1,0,0,0
29646,4,6,9.25,1200,42,63,0,0,0,0
29647,4,3,1.08,1200,-81,-47,0,0,0,0
29648,2,3,7.41,1200,-33,135,0,0,0,0
29649,3,8,6.91,1200,10,-60,0,0,0,0
29650,3,6,11.33,1200,-97,-17,0,0,0,0
29651,4,3,0.41,1200,-21,,0,,0,
29652,3,6,6.75,1300,55,0,1,1,0,0
29653,6,6,24.08,1200,9,10,0,0,0,0
29654,4,6,13.25,1200,9,338,0,0,0,0
29655,4,9,20.41,1200,-138,-83,0,1,0,0
29656,4,7,1.41,1200,74,-12,0,0,0,0
29657,5,3,25.91,1200,149,76,0,0,0,0
29658,6,6,11.66,1200,313,,0,,0,
29659,,,6.83,1200,-50,-44,0,0,0,0
29660,5,7,27.91,1200,33,69,0,0,0,0
29661,4,9,13.91,1200,533,-80,0,0,0,0
29662,4,7,0.91,1200,-61,-35,1,1,0,0
29663,,,10.08,1100,-37,97,0,0,0,0
29664,5,8,23.58,1200,-102,3,0,0,0,0
29665,,,3.5,1200,-22,-15,0,0,0,0
29666,,9,24.83,1200,102,89,0,0,0,0
29667,6,7,3.66,1200,43,-13,0,0,0,0
29668,3,6,12.16,1200,-59,70,0,0,0,0
29669,5,6,5.33,1200,59,38,0,0,0,0
29670,4,9,2.91,1200,-2,-51,0,0,0,0
29671,5,3,22.58,1200,315,607,0,0,0,0
29672,4,8,6.91,1200,12,10,0,0,0,0
29673,2,4,5.83,1200,-170,507,0,0,0,0
29674,4,4,12.5,1200,-26,6,0,0,0,0
29675,3,5,9.58,1200,114,133,1,1,0,1
29676,5,1,26.83,1200,690,,0,,0,
29677,7,7,35.66,1300,5,9,0,0,0,0
29678,3,8,8.08,1200,-41,-60,0,0,0,0
29679,4,6,1.41,1200,-37,143,0,0,0,0
29680,4,6,11.33,1200,67,71,0,1,0,0
29681,3,7,3.91,1200,12,204,0,0,0,0
29682,3,7,3.08,1200,173,161,0,1,0,0
29683,3,8,3.58,1200,205,207,0,0,0,0
29684,,,1.16,1200,-27,-30,0,0,0,0
29685,2,3,6.08,1200,2,-41,1,1,0,0
29686,3,4,4.41,1200,317,,0,,0,
29687,,8,6.66,1200,94,135,1,1,0,0
29688,7,6,13.25,1200,116,0,0,0,0,0
29689,3,3,21,1100,-58,,0,,0,
29690,,,8.41,1200,-93,-130,0,0,0,0
29691,2,3,1.75,1100,0,125,0,0,0,0
29692,1,8,6.33,1300,-19,197,0,0,0,0
29693,6,6,32.75,1200,14,47,0,0,0,0
29694,,,6.83,1200,50,175,0,0,0,0
29695,,,10.16,1200,-166,-64,0,1,0,0
29696,2,3,2.41,1200,94,79,1,1,0,0
29697,,3,1.41,1300,-15,-6,0,0,0,0
29698,2,4,2.91,1300,149,127,0,0,0,0
29699,5,9,27.33,1200,-72,-57,0,0,0,0
29700,3,6,14.16,1200,31,1,0,0,0,0
29701,4,7,15.66,1200,233,51,1,1,0,0
29702,,,1,1200,94,,0,,0,
29703,2,1,5.58,1200,-5,-18,0,0,0,0
29704,,,21.58,1200,-100,-90,0,0,0,0
29705,3,9,2.16,1100,-76,45,0,0,0,0
29706,7,8,24.08,1200,-34,-40,0,0,0,0
29707,3,9,14.08,1200,327,451,0,0,0,0
29708,7,5,3.75,1300,923,212,0,0,0,0
29709,3,9,2.66,1300,128,108,1,1,0,0
29710,5,5,40.5,1200,837,790,0,0,0,0
29711,,,29.66,1200,77,480,0,1,0,0
29712,3,9,7.5,1200,-134,-114,1,1,0,0
29713,7,4,6.25,1100,293,462,0,0,0,0
29714,6,7,15.83,1200,109,-62,0,0,0,0
29715,4,6,8.41,1200,317,149,0,0,0,0
29716,7,8,10.08,1200,119,107,0,0,0,0
29717,2,6,3.5,1300,-55,-34,0,0,0,0
29718,3,6,2.41,1200,272,453,0,0,0,0
29719,3,6,9.5,1200,90,142,0,0,0,0
29720,,,26.83,1100,-21,-19,0,0,0,0
29721,,,16.75,1100,-137,-55,0,0,0,0
29722,4,7,2.58,1300,6,-19,0,0,0,0
29723,4,7,19.83,1200,-65,-72,0,0,0,0
29724,5,4,12.16,1100,30,,0,,0,
29725,4,6,22,1300,-41,72,0,0,0,0
29726,4,9,15.16,1200,181,163,0,1,0,0
29727,,,2.25,1200,-55,-59,1,1,0,0
29728,4,9,4,1200,38,27,0,0,0,0
29729,,,0.33,1200,26,,0,,0,
29730,3,6,11.08,1200,53,44,0,0,0,0
29731,,,4.58,1200,-34,-53,0,0,0,0
29732,2,6,6.41,1200,-8,,0,,0,
29733,,,16.66,1300,-74,-104,0,0,0,0
29734,3,9,20.41,1200,830,909,0,0,0,0
29735,,,4.08,1300,-21,4,0,1,0,1
29736,3,9,1.25,1200,618,794,0,0,0,0
29737,6,4,1.33,1200,-155,36,0,0,0,0
29738,,,2.41,1300,13,-29,0,0,0,0
29739,2,6,1.83,1200,192,289,0,0,0,0
29740,,,5.25,1200,2,-173,0,0,0,0
29741,5,2,8.25,1200,39,312,1,0,0,0
29742,5,6,21.58,1200,-48,-118,1,1,0,0
29743,2,6,9.16,1200,214,486,1,1,0,0
29744,,,11.58,1100,-149,62,0,0,0,0
29745,6,9,20.83,1200,-92,-182,1,1,0,0
29746,2,6,4.58,1200,137,232,0,0,0,0
29747,3,8,6.5,1200,-120,14,1,1,0,1
29748,,,3.83,1300,-18,-19,1,1,1,0
29749,4,5,7.91,1200,158,135,1,1,0,0
29750,4,5,9.08,1200,-21,-11,0,0,0,0
29751,4,8,20.33,1100,-44,-16,0,0,0,0
29752,,,16.66,1200,94,-46,0,0,0,0
29753,5,9,4.91,1200,0,1,0,0,0,0
29754,2,4,0.41,1200,-8,-47,0,0,0,0
29755,,,10,1200,214,430,1,1,0,0
29756,,,29.75,1300,-180,-83,0,0,0,0
29757,,,0.41,1200,-29,,0,,0,
29758,3,9,13.91,1200,-103,170,0,0,0,0
29759,3,6,9,1200,300,153,0,0,0,0
29760,6,5,2.58,1100,-24,,0,,0,
29761,3,1,0.25,1200,12,-32,0,0,0,0
29762,7,6,7.25,1200,158,219,0,0,0,0
29763,7,1,7.33,1200,-55,-51,0,0,0,0
29764,3,,7.41,1200,-63,-53,0,0,0,0
29765,,,9.41,1200,-38,,0,,0,
29766,4,6,9.5,1200,-5,0,0,0,0,0
29767,3,6,6,1200,377,628,0,1,0,0
29768,3,3,6.75,1200,2,-18,0,0,0,0
29769,4,6,5.66,1200,-5,-79,0,0,0,0
29770,,,2.91,1300,-41,-28,0,0,0,0
29771,5,5,7.58,1300,-129,-111,0,0,0,0
29772,5,6,23.08,1200,-86,-91,0,0,0,0
29773,5,6,9.5,1200,-27,44,0,0,0,0
29774,5,1,8.58,1300,204,169,0,0,0,0
29775,3,,2.83,1200,63,11,1,1,0,0
29776,,,3.75,1100,-31,,0,,0,
29777,6,9,38.25,1200,702,85,0,0,0,0
29778,3,7,5.33,1200,-63,241,0,0,0,0
29779,2,3,5.66,1200,-19,-21,0,0,0,0
29780,7,3,6.75,1200,67,130,0,0,0,0
29781,3,9,12.75,1200,79,36,0,1,0,0
29782,3,3,0.33,1200,-33,-6,1,1,0,0
29783,6,,39.41,1200,819,120,0,0,0,0
29784,7,6,39.66,1200,545,465,1,1,0,0
29785,5,4,34.66,1200,109,604,0,0,0,0
29786,7,1,7.16,1200,14,10,0,0,0,0
29787,2,6,11.91,1200,-122,-86,0,0,0,0
29788,,,5.5,1200,6,-27,0,0,0,0
29789,6,3,32.91,1200,-43,190,0,0,0,0
29790,,,1.75,1200,474,,0,,0,
29791,3,7,7.58,1200,-93,-92,1,1,0,0
29792,7,,10.41,1200,45,,0,,0,
29793,5,8,26.16,1200,118,130,0,0,0,0
29794,,,0.58,1200,-2,10,0,0,0,0
29795,,,10.91,1200,14,34,0,0,0,0
29796,4,6,11.16,1200,160,403,0,0,0,0
29797,,,9.66,1200,556,309,0,0,0,0
29798,5,9,0.16,1200,1129,-165,0,0,0,0
29799,2,7,14.33,1200,-11,701,0,1,0,0
29800,7,2,25.16,1300,-78,-23,0,0,0,0
29801,3,7,6.91,1200,11,12,0,0,0,0
29802,,,4.33,1200,-9,-34,0,0,0,0
29803,,,2.33,1200,-2,,0,,0,
29804,6,8,7.25,1200,15,22,0,1,0,0
29805,4,,11.66,1200,-45,-43,0,0,0,0
29806,,,3,1200,80,,0,,0,
29807,7,2,27.16,1300,356,288,0,0,0,0
29808,4,4,20.08,1200,379,410,0,0,0,0
29809,2,3,5.91,1200,-184,-30,0,0,0,0
29810,,,2.08,1300,-47,,0,,0,
29811,7,6,22.75,1200,78,130,0,0,0,0
29812,,,13.16,1200,181,-25,0,1,0,0
29813,2,9,13.25,1200,399,544,0,0,0,0
29814,5,6,26.91,1200,245,47,0,0,0,0
29815,,,10.16,1100,-129,,0,,0,
29816,,,20.66,1300,123,70,0,0,0,0
29817,,,2.66,1200,183,,0,,0,
29818,5,9,8.83,1200,34,449,0,0,0,0
29819,5,4,2.08,1100,165,9,0,0,0,0
29820,4,5,9.25,1100,-72,18,0,1,0,0
29821,4,6,25.66,1200,184,361,0,0,0,0
29822,2,5,3.33,1200,-14,-2,0,1,0,0
29823,,,6.5,1100,9,,0,,0,
29824,5,6,20.25,1200,-66,-28,0,0,0,0
29825,,,1.75,1200,683,659,1,1,0,0
29826,5,7,9,1200,-57,-79,0,0,0,0
29827,,,5.58,1200,-2,,0,,0,
29828,3,3,8.41,1200,-12,303,0,0,0,0
29829,5,4,12.75,1200,-76,-64,0,1,0,0
29830,,,19.91,1100,194,,0,,0,
29831,3,9,6.16,1200,-4,,1,,0,
29832,,,7.08,1100,-37,40,0,1,0,0
29833,4,5,5.33,1300,399,385,0,0,0,0
29834,,,12.16,1300,3,-11,0,0,0,0
29835,7,2,1,1100,-89,-76,0,0,0,0
29836,4,7,5.41,1200,-60,-6,0,0,0,0
29837,,,15.08,1200,-23,,0,,0,
29838,2,9,6.08,1200,119,115,0,0,0,0
29839,3,4,15.16,1200,80,,0,,0,
29840,,,5.25,1200,-13,-25,0,0,0,0
29841,4,9,2.58,1200,181,333,0,0,0,0
29842,,,0.75,1200,-140,,1,,0,
29843,,,22.66,1200,-211,-145,1,1,0,0
29844,3,9,12.16,1200,242,203,0,0,0,0
29845,2,9,7.66,1200,70,364,0,0,0,0
29846,1,2,1.66,1200,-21,-83,1,1,0,0
29847,6,5,7.08,1200,452,,1,,0,
29848,3,7,13.5,1200,-135,-59,0,0,0,0
29849,3,4,0.75,1200,-5,-3,0,0,0,0
29850,,,20.08,1200,120,118,0,0,0,0
29851,5,6,6,1100,69,81,0,0,0,0
29852,,,30.08,1200,342,386,0,0,0,0
29853,4,1,2.75,1200,-3,-3,0,0,0,0
29854,,,3.33,1200,-33,-33,0,0,0,0
29855,4,6,6.75,1300,-5,146,0,0,0,0
29856,4,9,17.75,1200,-107,-112,0,0,0,0
29857,2,1,5.66,1200,0,26,0,0,0,0
29858,7,7,10.16,1200,264,159,0,0,0,0
29859,,,5.75,1200,-35,-13,0,0,0,0
29860,4,6,3.58,1200,-44,70,0,0,0,0
29861,5,7,4.08,1200,42,89,0,0,0,0
29862,4,9,17.75,1200,1017,1833,0,0,0,0
29863,7,9,9.75,1200,456,538,1,1,0,0
29864,,,3.41,1300,49,-68,0,0,0,0
29865,4,1,0.58,1200,236,735,0,0,0,0
29866,5,7,6.5,1200,-55,,0,,0,
29867,,,19,1100,-27,,0,,0,
29868,6,4,24.83,1200,392,430,0,0,0,0
29869,,,7.83,1100,-4,,0,,0,
29870,2,7,3,1200,-23,-23,0,0,0,0
29871,6,3,19.08,1200,114,108,0,0,0,0
29872,,,7.5,1200,-22,-20,0,0,0,0
29873,6,1,39.5,1300,-149,212,0,0,0,0
29874,3,7,1.08,1300,150,479,0,0,0,0
29875,1,6,2.75,1200,-36,,0,,0,
29876,4,7,1.25,1200,2062,1714,0,0,0,0
29877,,,12.66,1200,-119,-53,0,0,0,0
29878,6,7,17.41,1200,523,581,0,0,0,0
29879,,,3,1200,-29,-75,0,0,0,0
29880,,,9.41,1200,311,257,0,0,0,0
29881,,,10.83,1200,0,66,0,0,0,0
29882,7,1,30.83,1100,839,817,0,0,0,0
29883,,,8.25,1200,44,,0,,0,
29884,2,3,13.58,1200,284,40,1,1,0,0
29885,,,2.08,1200,-31,-25,0,0,0,0
29886,,,2.25,1100,-54,-103,0,0,0,0
29887,3,8,18.41,1200,30,-60,0,0,0,0
29888,4,9,7.08,1200,191,519,0,1,0,0
29889,,,2.16,1200,-26,,0,,0,
29890,2,8,2.75,1200,322,237,1,1,0,0
29891,,,2.25,1300,-20,,0,,0,
29892,4,6,6.66,1200,55,-27,0,0,0,0
29893,,,6.83,1200,295,1,1,1,0,0
29894,4,9,7.33,1200,246,263,1,1,0,0
29895,,,8.58,1200,180,,0,,0,
29896,7,4,25.41,1200,103,79,0,0,0,0
29897,3,6,9.66,1300,85,661,1,1,0,0
29898,2,8,3.91,1200,76,148,0,1,0,0
29899,,,1.41,1200,123,,0,,0,
29900,6,5,34.33,1100,18,-16,0,0,0,0
29901,2,7,7.08,1200,6,-14,0,0,0,0
29902,,,20.08,1300,118,,0,,0,
29903,6,4,25.08,1200,531,489,0,0,0,0
29904,2,1,6.41,1200,-41,-60,1,1,0,0
29905,7,8,12.16,1200,-8,-8,0,0,0,0
29906,3,,5.83,1200,-29,-5,0,1,0,0
29907,5,5,1.83,1100,-104,,0,,0,
29908,3,5,10,1200,-56,-37,0,0,0,0
29909,,,1.5,1200,8,,0,,0,
29910,4,6,16.66,1200,11,-29,0,0,0,0
29911,,6,2.33,1200,-16,,0,,0,
29912,3,4,7.91,1100,-86,54,0,0,0,0
29913,7,6,30.66,1200,817,452,0,0,0,0
29914,3,4,5,1200,-36,-32,0,0,0,0
29915,3,7,7.83,1200,-1,68,0,0,0,0
29916,7,9,7.91,1200,1020,409,0,0,0,0
29917,4,8,9.5,1200,289,458,0,0,0,0
29918,3,8,4.08,1200,242,-27,0,0,0,0
29919,2,8,6.66,1300,-16,-40,0,0,0,0
29920,,,13.25,1300,106,,0,,0,
29921,,,0.75,1200,-43,,0,,0,
29922,,,1.58,1200,14,,0,,0,
29923,,,1.66,1200,165,,0,,0,
29924,5,5,0.75,1200,14,-35,0,0,0,0
29925,4,9,15.66,1200,188,87,0,1,0,0
29926,5,7,11.58,1200,-185,-86,0,0,0,0
29927,4,5,4.33,1200,26,27,0,0,0,0
29928,2,8,8.5,1200,-31,-31,1,1,0,0
29929,5,6,19.08,1300,-95,-86,1,1,0,0
29930,,8,2.5,1200,-127,-126,1,1,0,1
29931,,,12.33,1200,-74,-68,0,0,0,0
29932,2,3,1.66,1200,-16,81,0,1,0,0
29933,,,2.5,1300,-29,-29,0,0,0,0
29934,2,3,6.33,1200,-74,-38,0,0,0,0
29935,3,9,7.16,1200,71,-66,0,0,0,0
29936,3,7,4,1200,-19,23,0,0,0,0
29937,2,2,3.41,1300,1,1,0,0,0,0
29938,,,6.75,1200,881,1375,0,0,0,0
29939,4,6,2.25,1200,-167,213,0,1,0,0
29940,6,1,3,1100,-9,10,0,0,0,0
29941,7,6,23.16,1200,592,820,0,0,0,0
29942,2,3,5.66,1200,-83,,0,,0,
29943,5,6,7.83,1200,17,-8,0,0,0,0
29944,5,6,29.5,1200,-44,-4,0,0,0,0
29945,,,0.16,1200,32,14,1,1,0,0
29946,5,6,1.66,1200,-6,-30,1,1,0,0
29947,3,6,11.33,1200,-139,84,0,0,0,0
29948,,,1.08,1200,-3,,0,,0,
29949,4,6,7.58,1200,566,347,0,0,0,0
29950,3,9,2.16,1200,305,236,0,0,0,0
29951,,,1.91,1300,-6,,0,,0,
29952,2,3,2.83,1200,-13,40,1,1,0,0
29953,3,6,8.5,1200,-3,-3,0,0,0,0
29954,,,14.08,1200,23,,0,,0,
29955,7,6,4.75,1100,-126,-61,0,0,0,0
29956,,,7.41,1100,-4,,1,,0,
29957,3,2,3,1300,-30,-26,0,0,0,0
29958,,,3.33,1100,-30,,0,,0,
29959,3,6,7.58,1200,41,,0,,0,
29960,,,7.83,1300,-14,-24,0,0,0,0
29961,7,3,16.91,1100,145,236,0,0,0,0
29962,,,11.66,1200,-6,516,1,1,0,0
29963,3,3,0.83,1100,-35,-40,0,0,0,0
29964,4,9,12.08,1200,149,43,1,1,1,1
29965,,,2.66,1100,-52,-53,0,0,0,0
29966,7,3,17.16,1200,92,113,0,0,0,0
29967,5,4,14.75,1300,-119,,0,,0,
29968,5,6,16.25,1300,-55,-2,0,0,0,0
29969,3,9,16.08,1200,-87,119,0,1,0,0
29970,4,9,11.58,1200,-39,5,0,0,0,0
29971,,,17.33,1200,630,,0,,0,
29972,4,9,9.83,1200,247,332,0,0,0,0
29973,5,1,25.5,1100,-62,,0,,0,
29974,5,5,21.83,1200,597,164,0,0,0,0
29975,6,3,10.66,1200,-51,,0,,0,
29976,2,3,7.58,1200,-38,-32,1,1,0,0
29977,4,7,10.08,1100,-107,,0,,0,
29978,3,3,0.66,1200,-27,,0,,0,
29979,5,,18.16,1200,-170,-150,0,1,0,0
29980,,,5.33,1200,-70,,0,,0,
29981,6,4,27.75,1200,5,24,0,0,0,0
29982,4,9,8.66,1200,-74,-53,0,0,0,0
29983,,,22.16,1200,-69,-70,0,0,0,0
29984,3,6,16.75,1200,151,194,0,0,0,0
29985,,,1.5,1200,0,,0,,0,
29986,4,,2.66,1200,427,518,0,0,0,0
29987,,,3.25,1200,-11,109,0,0,0,0
29988,2,3,4.16,1200,-19,-3,0,0,0,0
29989,6,9,8.75,1200,986,1060,0,0,0,0
29990,,,18.5,1200,-55,,0,,0,
29991,4,9,20.58,1200,-52,-85,0,0,0,0
29992,4,5,11.83,1300,-126,-40,0,0,0,0
29993,,,14.91,1200,-83,-83,0,0,0,0
29994,3,1,3.41,1200,107,2,0,0,0,0
29995,,,20.91,1200,-35,-33,0,0,0,0
29996,7,3,12.75,1300,215,316,0,0,0,0
29997,4,3,23.75,1300,145,342,0,0,0,0
29998,4,1,29.33,1200,-43,-28,0,0,0,0
29999,3,7,7.5,1200,-93,7,1,1,0,0
30000,,,11.41,1200,388,,0,,0,
30001,,,10.5,1200,-38,164,0,1,0,0
30002,,,1.25,1200,-11,-18,0,0,0,0
30003,4,9,6.91,1200,34,27,0,0,0,0
30004,,6,4.08,1200,-33,-111,0,0,0,0
30005,4,6,20.58,1300,346,1006,0,0,0,0
30006,,,8.08,1300,-26,-30,0,0,0,0
30007,4,9,2.33,1200,32,218,1,1,0,0
30008,3,7,3.83,1200,138,10,0,0,0,0
30009,3,,4.33,1200,96,361,0,1,0,0
30010,3,6,4.75,1200,90,131,0,0,0,0
30011,,,6.66,1200,-77,-127,0,0,0,0
30012,2,1,5.75,1200,-75,14,0,0,0,0
30013,7,1,3.75,1300,-61,-61,0,0,0,0
30014,2,5,13.66,1200,211,293,0,0,0,0
30015,2,6,6.5,1200,161,37,1,1,1,0
30016,2,6,0.58,1200,-35,-9,0,0,0,0
30017,5,7,25.41,1300,-50,499,0,0,0,0
30018,4,6,15,1200,-20,18,1,1,0,0
30019,5,7,20.83,1200,234,684,0,0,0,0
30020,4,9,9.75,1200,-49,-275,1,1,0,0
30021,3,9,8.66,1200,556,533,1,1,1,1
30022,5,7,27.25,1200,-154,-73,0,0,0,0
30023,3,9,19.33,1200,266,196,0,0,0,0
30024,3,5,21.91,1200,127,143,0,0,0,0
30025,3,6,1.75,1200,-29,-38,0,0,0,0
30026,3,5,3.91,1100,-147,-83,0,0,0,0
30027,7,9,2.41,1200,116,122,0,0,0,0
30028,,,1.66,1300,-62,-49,1,1,0,0
30029,2,9,6.58,1200,-44,-32,0,0,0,0
30030,2,4,4.66,1200,440,,0,,0,
30031,7,9,13.41,1200,313,172,0,0,0,0
30032,5,7,0.33,1200,-20,35,0,0,0,0
30033,4,9,8.5,1200,367,559,0,0,0,0
30034,2,7,9,1200,-82,-54,1,1,0,0
30035,,,23.83,1200,-170,-268,0,0,0,0
30036,6,4,21.25,1200,-43,-67,0,0,0,0
30037,1,1,2.25,1200,81,-13,0,0,0,0
30038,3,6,14.75,1200,587,336,0,1,0,0
30039,,,3.58,1200,-20,-41,0,0,0,0
30040,3,6,11.91,1200,6,1,0,0,0,0
30041,6,7,6.75,1200,29,-76,0,0,0,0
30042,,,0.41,1100,658,383,0,0,0,0
30043,,,6,1100,-72,-133,0,0,0,0
30044,3,5,3.16,1200,-33,-33,0,0,0,0
30045,3,8,1.33,1200,224,949,1,1,0,0
30046,2,6,14.41,1200,-46,-100,0,0,0,0
30047,,,18.58,1200,133,39,1,1,0,0
30048,,,12.58,1200,75,138,1,1,0,0
30049,,,1.66,1200,2,-3,0,0,0,0
30050,6,1,3.58,1300,-128,-161,0,0,0,0
30051,2,4,12.66,1200,26,22,0,0,0,0
30052,3,7,5.58,1300,375,207,0,0,0,0
30053,,,5.91,1200,86,0,0,0,0,0
30054,,,4.83,1100,321,,0,,0,
30055,3,9,20,1200,-195,-151,0,0,0,0
30056,,,15.58,1200,6,,0,,0,
